Date,ETH_Open,ETH_High,ETH_Low,ETH_Close,ETH_Volume,ETH_Dividends,ETH_Stock Splits,BTC_Open,BTC_High,BTC_Low,BTC_Close,BTC_Volume,BTC_Dividends,BTC_Stock Splits,ETH_log_return_24h,ETH_direction
2020-01-14 00:00:00+00:00,144.2510528564453,167.68154907226562,144.06492614746094,165.95535278320312,16712318373,0.0,0.0,8140.93310546875,8879.51171875,8140.93310546875,8827.7646484375,44841784107,0.0,0.0,0.140333167597574,1
2020-01-15 00:00:00+00:00,165.734619140625,170.42567443847656,161.109619140625,166.23068237304688,15173694057,0.0,0.0,8825.34375,8890.1171875,8657.1875,8807.0107421875,40102834650,0.0,0.0,0.0016576834890892594,1
2020-01-16 00:00:00+00:00,166.33282470703125,167.0581512451172,159.7096405029297,164.39100646972656,13735193018,0.0,0.0,8812.4814453125,8846.4609375,8612.095703125,8723.7861328125,31313981931,0.0,0.0,-0.011128700578588896,0
2020-01-17 00:00:00+00:00,164.4893798828125,173.0692138671875,162.77560424804688,170.7799530029297,14997091826,0.0,0.0,8725.2099609375,8958.1220703125,8677.31640625,8929.0380859375,36372139320,0.0,0.0,0.038128127334989784,1
2020-01-18 00:00:00+00:00,170.7477264404297,178.52877807617188,166.7890167236328,175.3656768798828,14929342256,0.0,0.0,8927.2119140625,9012.1982421875,8827.33203125,8942.80859375,32337772627,0.0,0.0,0.02649747266526811,1
2020-01-19 00:00:00+00:00,175.46759033203125,177.2476348876953,163.67686462402344,166.9698486328125,13713374132,0.0,0.0,8941.4453125,9164.3623046875,8620.080078125,8706.2451171875,34217320471,0.0,0.0,-0.049060126946718775,0
2020-01-20 00:00:00+00:00,166.9041290283203,169.11488342285156,162.33160400390625,167.12051391601562,11144529787,0.0,0.0,8704.6318359375,8745.5908203125,8560.4736328125,8657.642578125,26422375678,0.0,0.0,0.0009019433680608734,1
2020-01-21 00:00:00+00:00,167.0604705810547,169.9101104736328,165.81971740722656,169.69715881347656,9789369362,0.0,0.0,8658.9912109375,8755.7060546875,8544.5205078125,8745.89453125,24097418512,0.0,0.0,0.015300237317380108,1
2020-01-22 00:00:00+00:00,169.60853576660156,171.00869750976562,166.77423095703125,168.29415893554688,9209827928,0.0,0.0,8744.2109375,8792.994140625,8636.7470703125,8680.8759765625,22600204051,0.0,0.0,-0.00830203536353231,0
2020-01-23 00:00:00+00:00,168.2957000732422,168.31224060058594,160.29531860351562,162.92855834960938,10396868698,0.0,0.0,8680.650390625,8687.7470703125,8333.6376953125,8406.515625,25770680779,0.0,0.0,-0.03240158193424723,0
2020-01-24 00:00:00+00:00,162.8993682861328,164.3094482421875,156.74974060058594,163.05117797851562,10657671162,0.0,0.0,8405.5673828125,8514.6669921875,8266.8408203125,8445.4345703125,24397913026,0.0,0.0,0.000752314460222342,1
2020-01-25 00:00:00+00:00,163.06729125976562,163.22723388671875,158.63247680664062,161.283935546875,8256956802,0.0,0.0,8440.119140625,8458.453125,8296.21875,8367.84765625,19647331549,0.0,0.0,-0.010897740317509516,0
2020-01-26 00:00:00+00:00,161.17681884765625,168.22032165527344,160.2811279296875,168.0771026611328,9261861590,0.0,0.0,8364.41015625,8602.4013671875,8325.498046875,8596.830078125,22177678796,0.0,0.0,0.04125643199435768,1
2020-01-27 00:00:00+00:00,168.00885009765625,172.92291259765625,166.90109252929688,170.93089294433594,11004476145,0.0,0.0,8597.30859375,8977.7265625,8597.30859375,8909.8193359375,28647338393,0.0,0.0,0.01683652145773799,1
2020-01-28 00:00:00+00:00,170.88485717773438,176.3703155517578,170.73806762695312,176.3703155517578,11772875064,0.0,0.0,8912.5244140625,9358.58984375,8908.447265625,9358.58984375,34398744403,0.0,0.0,0.03132651023738705,1
2020-01-29 00:00:00+00:00,176.34788513183594,178.8429718017578,175.0503387451172,175.0503387451172,10725267311,0.0,0.0,9357.470703125,9406.431640625,9269.4677734375,9316.6298828125,30682598115,0.0,0.0,-0.007512267694822812,0
2020-01-30 00:00:00+00:00,174.91770935058594,186.260482788086,172.3746337890625,184.6904754638672,12604789338,0.0,0.0,9316.0166015625,9553.1259765625,9230.8974609375,9508.9931640625,32378792851,0.0,0.0,0.05360773574101379,1
2020-01-31 00:00:00+00:00,184.7369079589844,185.4058380126953,176.29681396484375,180.16017150878903,11728616394,0.0,0.0,9508.3134765625,9521.7060546875,9230.7763671875,9350.529296875,29432489719,0.0,0.0,-0.024835021342031378,0
2020-02-01 00:00:00+00:00,180.11376953125,183.84555053710932,179.74517822265625,183.6739501953125,11569697182,0.0,0.0,9346.357421875,9439.3232421875,9313.2392578125,9392.875,25922656496,0.0,0.0,0.019315879003064848,1
2020-02-02 00:00:00+00:00,183.53250122070312,193.0803985595703,180.1739501953125,188.61753845214844,14054425389,0.0,0.0,9389.8203125,9468.7978515625,9217.82421875,9344.365234375,30835736946,0.0,0.0,0.02655918279483658,1
2020-02-03 00:00:00+00:00,188.6074066162109,193.4368896484375,188.0126953125,189.8650665283203,12392875241,0.0,0.0,9344.68359375,9540.3720703125,9248.6337890625,9293.521484375,30934096509,0.0,0.0,0.006592284970026069,1
2020-02-04 00:00:00+00:00,189.8617248535156,191.1114959716797,185.40362548828125,189.25059509277344,11714191695,0.0,0.0,9292.841796875,9331.265625,9112.8115234375,9180.962890625,29893183716,0.0,0.0,-0.0032416069069383033,0
2020-02-05 00:00:00+00:00,189.29910278320312,206.8040008544922,188.752685546875,204.2302398681641,14865434435,0.0,0.0,9183.416015625,9701.2998046875,9163.7041015625,9613.423828125,35222060874,0.0,0.0,0.07617594743625669,1
2020-02-06 00:00:00+00:00,204.12969970703125,214.59771728515625,201.9040679931641,212.33908081054688,16425589683,0.0,0.0,9617.8212890625,9824.619140625,9539.818359375,9729.8017578125,37628823716,0.0,0.0,0.03893645049073715,1
2020-02-07 00:00:00+00:00,212.31588745117188,223.14093017578125,212.30419921875,222.7260589599609,16673443564,0.0,0.0,9726.0029296875,9834.716796875,9726.0029296875,9795.943359375,34522718159,0.0,0.0,0.047758146438774275,1
2020-02-08 00:00:00+00:00,222.510971069336,226.5880889892578,215.38629150390625,223.14651489257807,16741203125,0.0,0.0,9793.0703125,9876.7490234375,9678.91015625,9865.119140625,35172043762,0.0,0.0,0.0018859920161188447,1
2020-02-09 00:00:00+00:00,222.98223876953125,229.8642425537109,222.98223876953125,228.5785675048828,15031356241,0.0,0.0,9863.89453125,10129.435546875,9850.392578125,10116.673828125,35807884663,0.0,0.0,0.02405141834453742,1
2020-02-10 00:00:00+00:00,228.54913330078125,229.1846160888672,218.08004760742188,223.522705078125,16210008511,0.0,0.0,10115.5595703125,10165.765625,9784.5634765625,9856.611328125,39386548075,0.0,0.0,-0.022366993908404537,0
2020-02-11 00:00:00+00:00,223.3849334716797,236.5471343994141,218.6176147460937,235.8511962890625,16964695963,0.0,0.0,9855.8916015625,10210.052734375,9729.3349609375,10208.236328125,37648059389,0.0,0.0,0.053688084352460655,1
2020-02-12 00:00:00+00:00,235.89822387695312,272.3988342285156,235.89627075195312,265.4061279296875,24545049386,0.0,0.0,10202.3876953125,10393.611328125,10202.3876953125,10326.0546875,43444303830,0.0,0.0,0.11806012907983844,1
2020-02-13 00:00:00+00:00,265.0527038574219,273.7410583496094,258.9225158691406,268.0992431640625,25801317504,0.0,0.0,10323.9609375,10457.626953125,10116.1611328125,10214.3798828125,49356071373,0.0,0.0,0.010096011233999452,1
2020-02-14 00:00:00+00:00,268.0232849121094,285.0564270019531,262.76251220703125,284.2174987792969,23558253463,0.0,0.0,10211.55078125,10321.99609375,10125.5341796875,10312.1162109375,43338264162,0.0,0.0,0.05838256355039239,1
2020-02-15 00:00:00+00:00,284.5613098144531,287.1236877441406,264.2796630859375,264.72857666015625,23682452994,0.0,0.0,10313.8564453125,10341.5556640625,9874.427734375,9889.4248046875,43865054831,0.0,0.0,-0.0710347237502524,0
2020-02-16 00:00:00+00:00,264.904052734375,272.8824462890625,242.48440551757807,259.89471435546875,25152366643,0.0,0.0,9889.1796875,10053.96875,9722.38671875,9934.43359375,43374780305,0.0,0.0,-0.01842845786013275,0
2020-02-17 00:00:00+00:00,259.8905639648437,266.8712463378906,244.3353271484375,266.3634338378906,26024080089,0.0,0.0,9936.560546875,9938.8154296875,9507.6376953125,9690.142578125,45998298413,0.0,0.0,0.02458506466030134,1
2020-02-18 00:00:00+00:00,266.5088195800781,283.1961364746094,261.4638977050781,281.944580078125,26511477187,0.0,0.0,9691.23046875,10161.935546875,9632.3828125,10141.99609375,47271023953,0.0,0.0,0.056848858202089333,1
2020-02-19 00:00:00+00:00,282.0362854003906,283.5379333496094,259.76397705078125,259.76397705078125,22679414413,0.0,0.0,10143.798828125,10191.67578125,9611.2236328125,9633.38671875,46992019710,0.0,0.0,-0.08193708891968116,0
2020-02-20 00:00:00+00:00,259.8198547363281,263.6954040527344,250.9512634277344,257.949462890625,23229828870,0.0,0.0,9629.3251953125,9643.216796875,9507.900390625,9608.4755859375,44925260237,0.0,0.0,-0.007009752693620848,0
2020-02-21 00:00:00+00:00,257.89111328125,267.0048522949219,255.6890869140625,265.6006164550781,20867593292,0.0,0.0,9611.7822265625,9723.0146484375,9589.7431640625,9686.44140625,40930547513,0.0,0.0,0.029230053124413628,1
2020-02-22 00:00:00+00:00,265.55157470703125,266.38720703125,258.91314697265625,262.33172607421875,16906032862,0.0,0.0,9687.70703125,9698.2314453125,9600.728515625,9663.181640625,35838025154,0.0,0.0,-0.012383905641450916,0
2020-02-23 00:00:00+00:00,262.2784118652344,273.754150390625,261.96051025390625,273.754150390625,19585998814,0.0,0.0,9663.318359375,9937.404296875,9657.791015625,9924.515625,41185185761,0.0,0.0,0.04262060931143293,1
2020-02-24 00:00:00+00:00,273.705078125,275.5395202636719,259.6251525878906,265.2164306640625,22400845640,0.0,0.0,9921.5830078125,9951.74609375,9537.04296875,9650.1748046875,45080496648,0.0,0.0,-0.031684230120700874,0
2020-02-25 00:00:00+00:00,265.28338623046875,265.4314880371094,246.85899353027344,247.81759643554688,21878882134,0.0,0.0,9651.3125,9652.7373046875,9305.021484375,9341.705078125,42515259129,0.0,0.0,-0.06785323482968278,0
2020-02-26 00:00:00+00:00,247.74020385742188,249.6497039794922,221.2665557861328,225.6802673339844,26235617201,0.0,0.0,9338.2900390625,9354.7783203125,8704.4267578125,8820.5224609375,50420050762,0.0,0.0,-0.09357372604564436,0
2020-02-27 00:00:00+00:00,225.68704223632807,237.2289276123047,212.66452026367188,226.75338745117188,25645522790,0.0,0.0,8825.09375,8932.892578125,8577.19921875,8784.494140625,45470195695,0.0,0.0,0.004743776764804114,1
2020-02-28 00:00:00+00:00,226.98760986328125,234.2089385986328,216.34620666503903,226.760498046875,22563530559,0.0,0.0,8788.728515625,8890.4560546875,8492.9326171875,8672.455078125,44605450443,0.0,0.0,3.135778608374022e-05,1
2020-02-29 00:00:00+00:00,226.8334503173828,232.25662231445312,219.8485107421875,219.8485107421875,18181296376,0.0,0.0,8671.212890625,8775.6318359375,8599.5087890625,8599.5087890625,35792392544,0.0,0.0,-0.030955664183366927,0
2020-03-01 00:00:00+00:00,219.752685546875,226.67788696289065,214.13043212890625,218.97059631347656,18179807469,0.0,0.0,8599.7587890625,8726.796875,8471.212890625,8562.4541015625,35349164300,0.0,0.0,-0.004001264237985343,0
2020-03-02 00:00:00+00:00,218.7116241455078,232.81158447265625,217.28428649902344,230.5697784423828,20305587789,0.0,0.0,8563.2646484375,8921.30859375,8532.630859375,8869.669921875,42857674409,0.0,0.0,0.05161608566188488,1
2020-03-03 00:00:00+00:00,230.5239715576172,232.3258056640625,221.732666015625,224.4796295166016,19853178572,0.0,0.0,8865.3876953125,8901.5986328125,8704.990234375,8787.7861328125,42386715821,0.0,0.0,-0.026768577109831763,0
2020-03-04 00:00:00+00:00,224.5653381347656,228.04042053222656,222.08888244628903,224.5179748535156,16567075208,0.0,0.0,8788.5419921875,8843.3662109375,8712.431640625,8755.24609375,34746706368,0.0,0.0,0.00017080419420500078,1
2020-03-05 00:00:00+00:00,224.6418914794922,234.3644561767578,224.6418914794922,229.2681884765625,18201291785,0.0,0.0,8760.28515625,9142.0546875,8757.25390625,9078.7626953125,39698054597,0.0,0.0,0.020936676896725202,1
2020-03-06 00:00:00+00:00,229.16842651367188,243.5549774169922,228.7435760498047,243.5252990722656,19374772256,0.0,0.0,9078.30859375,9167.6953125,9032.0791015625,9122.5458984375,40826885651,0.0,0.0,0.06032838771647079,1
2020-03-07 00:00:00+00:00,243.7501983642578,249.97848510742188,237.55128479003903,237.85308837890625,19431652027,0.0,0.0,9121.6005859375,9163.220703125,8890.744140625,8909.9541015625,36216930370,0.0,0.0,-0.023567627393533477,0
2020-03-08 00:00:00+00:00,237.7806854248047,237.7806854248047,200.6029815673828,200.6890563964844,21381823651,0.0,0.0,8908.2060546875,8914.34375,8105.2529296875,8108.1162109375,39973102121,0.0,0.0,-0.16989648021634268,0
2020-03-09 00:00:00+00:00,201.3184967041016,207.451400756836,192.2698974609375,201.986328125,23645428606,0.0,0.0,8111.146484375,8177.79345703125,7690.09814453125,7923.64453125,46936995808,0.0,0.0,0.006443285417974929,1
2020-03-10 00:00:00+00:00,202.86395263671875,205.71424865722656,198.0644989013672,200.76724243164065,18344930072,0.0,0.0,7922.14697265625,8136.9453125,7814.76318359375,7909.7294921875,42213940994,0.0,0.0,-0.006053773352163387,0
2020-03-11 00:00:00+00:00,200.76803588867188,202.9542999267578,184.36215209960932,194.8685302734375,16984790291,0.0,0.0,7910.08984375,7950.814453125,7642.8125,7911.43017578125,38682762605,0.0,0.0,-0.029821111748720985,0
2020-03-12 00:00:00+00:00,194.73892211914065,195.1479339599609,111.21070861816406,112.3471221923828,22134741655,0.0,0.0,7913.6162109375,7929.1162109375,4860.35400390625,4970.7880859375,53980357243,0.0,0.0,-0.550731743822011,0
2020-03-13 00:00:00+00:00,112.68999481201172,137.42953491210938,95.1843032836914,133.20181274414062,27864623061,0.0,0.0,5017.8310546875,5838.11474609375,4106.98095703125,5563.70703125,74156772075,0.0,0.0,0.17027198356569215,1
2020-03-14 00:00:00+00:00,133.5824737548828,134.484375,122.41447448730467,123.30602264404295,12740784545,0.0,0.0,5573.07763671875,5625.2265625,5125.0693359375,5200.3662109375,36154506008,0.0,0.0,-0.07719611277606106,0
2020-03-15 00:00:00+00:00,123.24606323242188,132.2421417236328,121.85365295410156,125.21430206298828,12719251813,0.0,0.0,5201.06689453125,5836.64501953125,5169.283203125,5392.31494140625,33997889639,0.0,0.0,0.015357431443892263,1
2020-03-16 00:00:00+00:00,124.9961166381836,124.9961166381836,105.17144012451172,110.60587310791016,15984904590,0.0,0.0,5385.2294921875,5385.2294921875,4575.35791015625,5014.47998046875,45368026430,0.0,0.0,-0.12405349595189821,0
2020-03-17 00:00:00+00:00,110.4067840576172,118.98828125,110.4067840576172,113.9427490234375,12087490572,0.0,0.0,5002.578125,5371.3486328125,4981.9091796875,5225.62939453125,38622642935,0.0,0.0,0.029722930780405797,1
2020-03-18 00:00:00+00:00,113.8576431274414,116.02162170410156,111.74311065673828,114.84226989746094,11617854009,0.0,0.0,5227.11376953125,5331.833984375,5069.3359375,5238.4384765625,37878801016,0.0,0.0,0.00786350009620446,1
2020-03-19 00:00:00+00:00,114.83982849121094,140.52772521972656,114.7328643798828,136.59385681152344,16396753275,0.0,0.0,5245.41650390625,6329.73583984375,5236.96875,6191.19287109375,51000731797,0.0,0.0,0.17345235323174882,1
2020-03-20 00:00:00+00:00,136.64927673339844,150.8538055419922,122.60565948486328,132.73716735839844,18960388062,0.0,0.0,6191.65380859375,6844.26171875,5865.78173828125,6198.7783203125,54442976103,0.0,0.0,-0.028640986312144977,0
2020-03-21 00:00:00+00:00,133.1017608642578,135.972412109375,127.16375732421876,132.81871032714844,13684083308,0.0,0.0,6206.521484375,6378.13525390625,5932.8232421875,6185.06640625,42494390880,0.0,0.0,0.0006141304197336162,1
2020-03-22 00:00:00+00:00,132.85113525390625,136.15164184570312,122.90933227539062,123.32115173339844,12497707224,0.0,0.0,6185.55810546875,6359.697265625,5823.7138671875,5830.2548828125,40099664740,0.0,0.0,-0.07419317577290253,0
2020-03-23 00:00:00+00:00,123.36598205566406,134.91160583496094,121.86788177490234,134.91160583496094,14149877968,0.0,0.0,5831.37451171875,6443.9345703125,5785.00439453125,6416.31494140625,46491916000,0.0,0.0,0.08982785002610194,1
2020-03-24 00:00:00+00:00,135.1941375732422,141.9485321044922,133.1687774658203,138.76144409179688,14609068673,0.0,0.0,6436.642578125,6789.02294921875,6411.06640625,6734.8037109375,48221910672,0.0,0.0,0.028136436777129438,1
2020-03-25 00:00:00+00:00,138.9149627685547,141.40379333496094,134.30422973632812,136.19589233398438,13433092920,0.0,0.0,6738.716796875,6892.51123046875,6536.92626953125,6681.06298828125,44590107888,0.0,0.0,-0.018661994980525575,0
2020-03-26 00:00:00+00:00,136.190673828125,138.83056640625,134.8860321044922,138.36155700683594,11367261176,0.0,0.0,6675.1708984375,6735.4638671875,6590.962890625,6716.4404296875,35319797642,0.0,0.0,0.015776003121828634,1
2020-03-27 00:00:00+00:00,138.36993408203125,139.90269470214844,133.9379425048828,133.9379425048828,11396286629,0.0,0.0,6719.38916015625,6793.83642578125,6466.70166015625,6469.79833984375,34585598367,0.0,0.0,-0.03249366026289993,0
2020-03-28 00:00:00+00:00,134.03274536132812,134.03274536132812,126.96218872070312,130.9864959716797,12162403960,0.0,0.0,6467.25390625,6467.5009765625,6117.837890625,6242.19384765625,34885225901,0.0,0.0,-0.02228234334258165,0
2020-03-29 00:00:00+00:00,131.0153350830078,131.17408752441406,125.4500503540039,125.58373260498048,9938133669,0.0,0.0,6245.62451171875,6250.46728515625,5920.0859375,5922.04296875,28373690931,0.0,0.0,-0.04212150553224487,0
2020-03-30 00:00:00+00:00,125.57789611816406,133.91146850585938,125.28968048095705,132.904541015625,11841123306,0.0,0.0,5925.53857421875,6517.19580078125,5903.234375,6429.841796875,37101651525,0.0,0.0,0.05665840563109834,1
2020-03-31 00:00:00+00:00,132.8209228515625,134.27413940429688,131.65289306640625,133.59356689453125,11065246317,0.0,0.0,6430.6064453125,6504.51513671875,6374.162109375,6438.64453125,32786468812,0.0,0.0,0.005170974155345734,1
2020-04-01 00:00:00+00:00,133.61231994628906,135.63455200195312,129.73094177246094,135.63455200195312,12456564435,0.0,0.0,6437.3193359375,6612.57373046875,6202.37353515625,6606.7763671875,40346426266,0.0,0.0,0.01516204336601156,1
2020-04-02 00:00:00+00:00,135.732177734375,146.78709411621094,135.732177734375,142.02914428710938,15322861686,0.0,0.0,6606.7763671875,7088.24755859375,6595.91845703125,6793.62451171875,47660646124,0.0,0.0,0.046068126678459616,1
2020-04-03 00:00:00+00:00,142.11045837402344,146.89987182617188,139.619384765625,142.09130859375,13184603402,0.0,0.0,6797.396484375,7003.220703125,6673.3359375,6733.38720703125,38976504903,0.0,0.0,0.00043759121881078804,1
2020-04-04 00:00:00+00:00,142.21517944335938,145.37730407714844,140.121826171875,145.21939086914062,11946658257,0.0,0.0,6738.3828125,6878.95361328125,6696.48486328125,6867.52734375,33185988584,0.0,0.0,0.021775770185510933,1
2020-04-05 00:00:00+00:00,145.26101684570312,146.12852478027344,142.10208129882812,143.54664611816406,11280993591,0.0,0.0,6862.53759765625,6883.4140625,6715.92919921875,6791.12939453125,29510409856,0.0,0.0,-0.011585596968958068,0
2020-04-06 00:00:00+00:00,143.60821533203125,169.27264404296875,143.5446014404297,169.13587951660156,21636382525,0.0,0.0,6788.0498046875,7271.78125,6782.8896484375,7271.78125,46896904615,0.0,0.0,0.164042370243791,1
2020-04-07 00:00:00+00:00,169.14744567871094,175.20413208007812,164.2033233642578,165.10194396972656,21659346091,0.0,0.0,7273.64404296875,7427.939453125,7136.71435546875,7176.41455078125,44243482668,0.0,0.0,-0.024139287324375123,0
2020-04-08 00:00:00+00:00,165.24032592773438,173.21026611328125,164.49319458007812,172.64173889160156,17063110836,0.0,0.0,7179.283203125,7356.2236328125,7153.3056640625,7334.0986328125,37563249549,0.0,0.0,0.04465544846004603,1
2020-04-09 00:00:00+00:00,172.76126098632812,172.8977813720703,167.98712158203125,170.80714416503906,14901696210,0.0,0.0,7337.96630859375,7341.4482421875,7179.09423828125,7302.08935546875,34815139178,0.0,0.0,-0.010683465671575998,0
2020-04-10 00:00:00+00:00,170.8292694091797,170.94976806640625,154.9144744873047,158.41244506835938,17980944616,0.0,0.0,7303.8154296875,7303.8154296875,6802.47509765625,6865.4931640625,43622840992,0.0,0.0,-0.07533306449905379,0
2020-04-11 00:00:00+00:00,158.5389862060547,161.16757202148438,155.29833984375,158.2160186767578,13555089447,0.0,0.0,6867.4404296875,6926.06982421875,6789.9208984375,6859.0830078125,31222085946,0.0,0.0,-0.001240737579160973,0
2020-04-12 00:00:00+00:00,158.23239135742188,164.51695251464844,156.3205108642578,161.14242553710938,15123721386,0.0,0.0,6858.06787109375,7119.947265625,6811.078125,6971.091796875,35759567632,0.0,0.0,0.01832729852897526,1
2020-04-13 00:00:00+00:00,160.72067260742188,160.74969482421875,151.61448669433594,156.27955627441406,16465282133,0.0,0.0,6965.61669921875,6965.61669921875,6668.259765625,6845.03759765625,38619308647,0.0,0.0,-0.030642173710406548,0
2020-04-14 00:00:00+00:00,156.35595703125,160.94427490234375,155.86593627929688,157.5963897705078,14723156630,0.0,0.0,6843.28173828125,6958.55712890625,6793.8212890625,6842.427734375,34110434052,0.0,0.0,0.008390838729623255,1
2020-04-15 00:00:00+00:00,157.56564331054688,160.71112060546875,152.80284118652344,153.28689575195312,14171753737,0.0,0.0,6845.5615234375,6928.66455078125,6633.40283203125,6642.10986328125,32288311031,0.0,0.0,-0.027725968459907567,0
2020-04-16 00:00:00+00:00,153.20042419433594,173.1572723388672,150.3594207763672,172.15737915039062,22910469236,0.0,0.0,6640.4541015625,7134.45068359375,6555.50439453125,7116.80419921875,46783242377,0.0,0.0,0.11609775236710776,1
2020-04-17 00:00:00+00:00,172.2794189453125,174.27590942382812,169.75157165527344,171.63858032226562,16714684266,0.0,0.0,7116.552734375,7167.18310546875,7050.33203125,7096.1845703125,32513423567,0.0,0.0,-0.003018064684180225,0
2020-04-18 00:00:00+00:00,171.61807250976562,187.9404754638672,171.61807250976562,186.9140014648437,20160323443,0.0,0.0,7092.29150390625,7269.95654296875,7089.2470703125,7257.6650390625,32447188386,0.0,0.0,0.08525763702333179,1
2020-04-19 00:00:00+00:00,186.8619842529297,188.0989227294922,180.12081909179688,181.61495971679688,19146038381,0.0,0.0,7260.92236328125,7280.52197265625,7167.0546875,7189.4248046875,31311210215,0.0,0.0,-0.02875978579070257,0
2020-04-20 00:00:00+00:00,181.480224609375,186.0835418701172,170.32127380371094,172.2971649169922,21266681335,0.0,0.0,7186.87353515625,7240.29052734375,6835.5029296875,6881.95849609375,37747113936,0.0,0.0,-0.05266815101230765,0
2020-04-21 00:00:00+00:00,172.01771545410156,175.178466796875,170.55284118652344,172.73770141601562,16458767984,0.0,0.0,6879.7841796875,6934.5517578125,6834.4423828125,6880.3232421875,32589741511,0.0,0.0,0.0025535780954052834,1
2020-04-22 00:00:00+00:00,172.67039489746094,183.75100708007807,171.82659912109375,182.59957885742188,17994666395,0.0,0.0,6879.4404296875,7145.86572265625,6867.78173828125,7117.20751953125,33249153866,0.0,0.0,0.0555213946388015,1
2020-04-23 00:00:00+00:00,182.62017822265625,189.0888671875,180.3406524658203,185.02867126464844,21275740032,0.0,0.0,7121.30615234375,7491.78515625,7081.5947265625,7429.724609375,43500782316,0.0,0.0,0.013215131087699328,1
2020-04-24 00:00:00+00:00,185.2221069335937,190.2103881835937,185.2221069335937,189.2369384765625,16788555028,0.0,0.0,7434.181640625,7574.19580078125,7434.181640625,7550.90087890625,34636526286,0.0,0.0,0.022489079759753852,1
2020-04-25 00:00:00+00:00,189.2073974609375,196.79237365722656,188.45953369140625,195.5153045654297,18260969748,0.0,0.0,7550.48291015625,7641.36376953125,7521.67236328125,7569.93603515625,32941541447,0.0,0.0,0.03263878794465803,1
2020-04-26 00:00:00+00:00,195.41358947753903,199.344970703125,194.76806640625,197.31753540039065,18335367012,0.0,0.0,7570.13916015625,7700.59423828125,7561.40771484375,7679.8671875,33070154491,0.0,0.0,0.009175625335023639,1
2020-04-27 00:00:00+00:00,197.4757232666016,199.55279541015625,193.45416259765625,197.22471618652344,18670194595,0.0,0.0,7679.4189453125,7795.60107421875,7679.4189453125,7795.60107421875,36162144725,0.0,0.0,-0.0004705159724023568,0
2020-04-28 00:00:00+00:00,197.2735137939453,198.7865447998047,194.84942626953125,198.41539001464844,18217507467,0.0,0.0,7796.97021484375,7814.52734375,7730.806640625,7807.05859375,33187959921,0.0,0.0,0.006018992534536476,1
2020-04-29 00:00:00+00:00,198.46519470214844,218.4546356201172,198.12451171875,216.96823120117188,26397548759,0.0,0.0,7806.71240234375,8871.75390625,7786.04931640625,8801.0380859375,60201052203,0.0,0.0,0.08938818034765963,1
2020-04-30 00:00:00+00:00,216.9091339111328,227.5296936035156,206.4369201660156,207.60205078125,28089191904,0.0,0.0,8797.669921875,9440.650390625,8533.255859375,8658.5537109375,66964629541,0.0,0.0,-0.04412791306299448,0
